ra,dec,rv,j,ej,h,eh,k,ek,dist,sn,feh
266.02816,19.418796,-41.47359,6.343,0.0597,5.469,0.0343,5.141,0.0193,2.5939104,111.14424,999
266.21455,19.984531,-35.084526,6.981,0.0581,6.113,0.0334,5.819,0.0188,3.1822344,382.16794,999
266.58169,19.966927,77.36316,9.603,0.0613,8.776,0.0349,8.535,0.0194,8.0310456,8.72032,-0.15971752
266.56769,19.679636,36.91946,8.643,0.0596,7.733,0.0338,7.462,0.0187,7.1274726,19.16052,-0.3863625
265.90262,19.711539,-9.681756,9.441,0.0513,8.72,0.0297,8.531,0.0168,3.7691598,274.76126,-0.2088878
266.14233,19.010409,-72.814735,8.722,0.0559,7.816,0.0319,7.517,0.0177,7.8595106,118.76251,999
265.09198,19.763669,-82.736336,12.339,0.0488,11.972,0.0289,11.925,0.0168,2.6327553e-06,5.305475,-1.7442628
265.16653,19.526545,46.51466,9.048,0.0537,8.196,0.0316,7.917,0.0183,7.7040528,246.28433,-0.077247706
264.96449,18.77816,24.034893,8.902,0.0455,8.178,0.0267,7.992,0.0154,3.0270673,337.52335,-0.12943889
263.89758,22.022649,-279.58582,11.006,0.0414,10.234,0.026,9.99,0.0162,13.606399,70.04753,999
263.57914,22.499723,-15.553275,9.559,0.0484,8.701,0.0309,8.482,0.0196,8.5114724,179.38255,-0.11742088
264.08227,22.168281,19.886017,7.564,0.0517,6.649,0.0324,6.41,0.0201,4.1714894,403.60425,-1.0770748
266.73755,20.611243,18.264656,8.896,0.0594,8.013,0.0339,7.784,0.0189,6.6969845,217.32938,-0.13546659
262.53397,20.53274,-3.2414436,7.734,0.0414,6.844,0.0265,6.533,0.017,5.1248784,299.60226,-0.73037574
262.40629,20.417185,-32.18647,8.665,0.0422,7.969,0.0271,7.798,0.0174,2.1346893,212.07535,-0.13916109
262.72551,21.033707,0.65695417,7.329,0.043,6.404,0.0276,6.113,0.0176,4.3726583,243.22319,999
262.74,21.114025,-13.134861,9.306,0.0435,8.467,0.028,8.257,0.0179,6.9971416,229.891,-0.17222244
264.3423,21.731761,-13.931222,10.78,0.0492,9.989,0.0305,9.8,0.0186,10.279343,103.61178,-0.1736135
264.51937,21.048996,-44.64209,7.207,0.0633,6.383,0.0387,6.114,0.0233,2.9049887,102.36385,-0.93123865
102.02981,14.925972,-7.544061,13.215,0.0955,12.985,0.0316,12.917,0.0093,8.0113367e-34,4.840285,-0.94780067
101.33409,15.527625,7.5392685,9.823,0.1002,9.002,0.0328,8.784,0.0095,6.4299765,228.62846,-0.2019285
102.22824,15.330372,31.692345,10.503,0.0775,9.561,0.0259,9.346,0.0077,14.554985,2.9604323,-0.35177898
101.75765,14.707592,52.286007,7.236,0.1288,6.41,0.0422,6.132,0.0122,2.2726105,59.22413,999
100.9668,14.884669,38.43656,7.443,0.13,6.491,0.0418,6.189,0.0118,3.9307409,237.3284,-1.1884881
100.75616,15.296286,2.7307758,7.713,0.1309,6.796,0.042,6.514,0.0119,3.8510791,78.27294,-0.7315779
100.76792,15.06208,234.57536,8.895,0.1222,7.654,0.0391,NaN,0.011,NaN,147.43744,999
100.43338,15.39945,79.64519,10.409,0.1445,9.496,0.0461,9.225,0.0129,12.203807,144.19026,-0.48410701
99.895864,15.72631,43.9496,7.879,0.1642,7,0.0518,6.751,0.0144,2.8983844,203.58603,-0.65121446
101.01912,16.734871,-6.436976,9.104,0.1064,8.19,0.0351,7.877,0.0103,8.4397309,286.02148,-0.41083698
100.64618,17.422672,-13.696236,8.221,0.1524,7.333,0.0503,7.036,0.0147,4.3688813,373.6883,-0.14767697
102.28882,17.440681,50.0526,9.997,0.0687,9.226,0.0237,8.972,0.0073,7.5597566,213.7547,-0.24647842
102.15239,16.998232,34.172745,9.987,0.0887,9.188,0.0304,8.966,0.0092,6.7573984,160.71283,-0.2725845
102.15663,16.83224,69.15712,10.874,0.0848,10.04,0.029,9.84,0.0088,10.969715,94.35289,-0.21770882
101.07395,17.109815,59.133053,8.002,0.0944,7.144,0.0314,6.8,0.0093,4.936402,435.70023,-0.49077846
101.92312,17.645096,60.54553,8.844,0.095,7.942,0.0326,7.736,0.01,5.5159857,140.24179,-0.2477089
103.75198,16.655156,81.00767,10.003,0.0554,9.161,0.0197,8.932,0.0063,9.5432341,208.27869,-0.17084129
103.71841,15.822281,71.093506,9.499,0.0684,8.612,0.024,8.408,0.0075,7.7343811,250.88855,-0.17130057
102.77945,15.057552,18.62315,9.503,0.0828,8.489,0.0281,8.243,0.0084,11.567081,95.36941,999
102.79757,15.150331,-24.921785,7.782,0.0782,7.04,0.0265,6.868,0.008,1.4136286,540.39154,-0.2725845
103.19087,16.865358,45.965836,9.201,0.0545,8.341,0.0191,8.113,0.006,6.9998678,251.88634,-0.15337392
102.19364,15.779782,41.07731,7.834,0.0768,6.941,0.0259,6.748,0.0077,3.4201535,49.399548,-0.34402838
102.35393,16.725486,33.110588,10.983,0.0821,10.051,0.0281,9.812,0.0086,18.631652,87.11184,-0.22336523
102.76107,17.169855,51.639076,8.989,0.0506,8.161,0.0176,7.926,0.0055,5.9130331,117.69541,-0.13401965
102.44001,18.588741,49.501766,9.262,0.0622,8.38,0.0219,8.118,0.0069,8.3112893,291.58762,-0.25267491
103.06931,17.26125,15.105916,9.531,0.0517,8.595,0.0182,8.284,0.0057,12.253773,65.656845,999
99.859967,16.962635,42.93978,8.025,0.2259,7.046,0.0725,6.735,0.0205,4.3111824,413.85013,-0.61136887
100.06076,16.416063,30.634804,9.314,0.2209,8.342,0.0708,8.073,0.0199,6.840925,240.61899,-0.20511734
99.64295,16.3052,-12.742619,11.74,0.1843,11.487,0.0583,11.418,0.0162,8.197375e-80,5.3797135,-1.6553322
102.00517,19.080504,8.256951,9.089,0.0783,8.189,0.0275,7.981,0.0086,6.5498728,294.15533,-0.12772666
101.82387,18.715296,68.104454,8.151,0.0733,7.26,0.0254,6.945,0.0079,5.6532883,457.8859,-0.35963979
103.39428,18.762263,257.24973,8.287,0.0472,7.531,0.0171,7.299,0.0056,3.2200616,3.8698363,-0.075525932
103.08392,18.962304,23.961224,8.292,0.051,7.448,0.0184,7.229,0.006,4.2902489,514.74176,-0.13082851
102.37747,18.871959,40.80221,9.931,0.0641,9.136,0.0227,8.893,0.0072,7.9002789,186.00189,-0.22855025
102.31518,18.632561,-14.102241,8.866,0.0623,8.086,0.0219,7.878,0.0069,3.913911,413.08408,-0.21714924
103.31894,18.901311,64.76264,10.685,0.0493,9.894,0.0179,9.693,0.0058,9.7990065,6.411163,-0.17548369
103.30234,18.077952,85.003334,8.958,0.0411,8.08,0.0147,7.795,0.0047,8.0478067,35.671627,-0.64447433
100.19183,17.433294,-57.482056,6.91,0.1889,6.044,0.0616,5.795,0.0177,1.5810846,487.7694,999
99.871957,17.533952,36.743572,7.257,0.2491,6.401,0.0807,6.154,0.023,1.2692284,285.63528,999
99.720997,17.547407,14.548729,8.316,0.2553,7.368,0.0824,7.051,0.0234,4.1571633,326.17365,-0.78806884
101.35156,18.226323,78.81985,11.116,0.0987,10.586,0.0336,10.524,0.0102,0.011701132,1.8127044,-0.9080475
101.44027,18.184799,43.59799,7.895,0.0906,6.995,0.0309,6.712,0.0094,4.528008,210.09377,-0.54000235
101.38395,18.005238,45.3516,9.295,0.0947,8.419,0.0322,8.118,0.0097,8.3886054,269.31628,-0.24160058
100.86274,18.520096,12.253941,8.252,0.1297,7.509,0.0438,7.305,0.0131,1.55881,368.90228,999
100.73216,19.34212,38.09976,8.778,0.1248,7.906,0.0424,7.697,0.0128,4.2993197,282.19687,-0.21883128
110.52655,9.7872565,-243.51973,13.773,0.0374,13.086,0.0146,12.902,0.0052,21.957533,2.1218448,999
111.43097,12.747086,77.367325,11.816,0.0413,10.991,0.0173,10.794,0.0067,19.499569,92.32252,-0.36440919
148.10105,34.190007,20.049635,12.819,0.0095,12.473,0.0068,12.414,0.0049,2.5192857e-05,20.8782,999
146.79041,35.951,-104.40527,12.069,0.0081,11.763,0.0058,11.707,0.0042,9.5757416e-08,21.578455,-1.6534665
144.79453,33.707569,-49.962326,12.161,0.0135,11.916,0.0096,11.879,0.007,1.552786e-16,18.941187,-1.6759275
156.67391,30.768171,-13.53159,7.834,0.014,7.121,0.01,6.919,0.0072,2.200306,18.774305,-0.13656336
190.27696,46.114742,-164.3717,10.219,0.0133,9.394,0.0095,9.196,0.0069,10.550842,109.51145,-0.72438146
188.1441,46.607832,-136.48944,7.265,0.014,6.401,0.01,6.222,0.0073,2.8936689,73.599205,999
211.47868,51.482115,-50.967705,8.225,0.0142,7.461,0.0101,7.275,0.0073,3.1296419,103.19827,999
225.73118,52.545196,-127.27559,7.49,0.018,6.646,0.0129,6.415,0.0093,3.5182115,121.28031,-0.69132272
230.6067,54.191056,-48.86166,8.881,0.0078,8.085,0.0055,7.918,0.004,4.5631245,143.87,-0.12570835
228.52321,52.606453,-32.02836,7.093,0.0118,6.21,0.0084,5.92,0.0061,3.7921078,185.19208,999
223.04389,53.997849,-53.429173,8.047,0.0088,7.281,0.0063,7.101,0.0046,2.8731868,109.74248,-0.075917656
224.42342,53.865471,-65.04634,9.192,0.0141,8.352,0.01,8.158,0.0073,6.8176627,137.86273,-0.26346191
229.68205,55.782899,-110.88076,11.355,0.0075,10.486,0.0054,10.31,0.0039,19.407175,3.2275612,-0.74608982
229.67856,54.902068,-55.47591,9.034,0.0093,8.217,0.0067,8.027,0.0048,5.8207349,118.82256,-0.31558131
241.57453,42.584493,-29.326773,8.51,0.0111,7.771,0.0079,7.59,0.0057,3.110027,43.459873,-0.13841337
240.68514,45.027623,-67.89796,8.228,0.0116,7.541,0.0083,7.305,0.006,2.7700924,230.63896,-0.13804116
244.71965,44.192538,-54.297577,6.81,0.0108,5.957,0.0077,5.687,0.0056,2.9696812,303.4039,999
244.26409,42.965754,-4.977177,5.614,0.0092,4.779,0.0066,4.429,0.0048,1.975674,192.80302,999
242.00783,45.929803,-9.327407,8.981,0.012,8.198,0.0086,8.045,0.0062,4.1748604,178.58748,-0.12405674
240.08545,46.478954,-90.592255,8.51,0.0115,7.634,0.0082,7.475,0.006,5.0249272,227.40723,999
265.85049,27.855204,-229.29297,9.5,0.0326,8.639,0.0207,8.418,0.013,8.7165961,141.6085,-0.37732157
265.09688,27.182519,-39.65859,8.998,0.0305,8.106,0.0196,7.956,0.0125,6.1209014,185.60577,-0.24832579
264.40888,27.902593,-48.807915,9.443,0.031,8.658,0.0205,8.457,0.0135,6.0848561,127.16498,-0.14887956
264.68739,29.423727,-76.92428,9.551,0.0355,8.842,0.0236,8.619,0.0157,4.9055663,71.921165,-0.1546228
264.96396,29.236084,10.494815,9.648,0.0404,8.922,0.0266,8.691,0.0175,5.7083485,163.08409,-0.082821772
265.23796,29.810133,-72.00838,10.668,0.036,9.933,0.0236,9.733,0.0155,8.3015727,139.15686,-0.20834586
265.85512,29.044319,-30.88777,9.165,0.0326,8.368,0.0209,8.08,0.0133,7.5444672,284.12338,-0.13082851
265.02056,29.227736,34.334885,10.697,0.0404,10.037,0.0266,9.839,0.0174,5.1770201,133.67494,-0.18559148
265.39754,29.070199,-14.40588,9.034,0.0412,8.271,0.0267,8.011,0.0173,5.6636639,254.60876,-0.13117867
265.79943,29.952102,58.880356,7.671,0.0334,6.911,0.0217,6.722,0.014,2.2547448,57.513306,-0.35726998
265.40071,27.984275,11.865572,9.095,0.0363,8.302,0.0233,8.13,0.0149,4.6352734,222.14609,-0.16992604
265.33704,27.924263,-72.76523,10.891,0.0349,10.071,0.0225,9.835,0.0144,15.181885,67.252106,-0.31195676
265.79507,28.757764,2.7520766,8.147,0.0335,7.34,0.0215,7.114,0.0137,3.977562,374.04523,-0.081832496
267.76367,28.838193,16.037024,8.682,0.0382,7.926,0.0232,7.719,0.0139,3.7428764,145.43556,-0.10019528
266.32817,27.478396,-36.314575,9.772,0.048,8.945,0.0299,8.738,0.0185,8.0917428,7.8350945,-0.16856143
266.79135,27.428777,-59.3322,9.238,0.0396,8.425,0.0243,8.182,0.0148,6.9756779,175.77843,-0.091157438
266.17224,28.130155,43.006607,10.544,0.0425,9.883,0.0268,9.718,0.0168,3.6872707,144.74785,-0.23205652
266.36459,28.064641,42.462036,8.926,0.0359,8.181,0.0225,7.999,0.014,3.5427942,330.88007,-0.2019285
266.09439,30.736785,-107.10959,8.31,0.0389,7.565,0.0252,7.354,0.0163,3.0743757,156.83636,-0.082195208
267.02905,29.457383,-29.350014,9.513,0.0411,8.632,0.0257,8.387,0.0159,9.7333175,68.95186,-0.39806204
266.9224,31.373939,-83.98904,9.562,0.0409,8.78,0.0261,8.575,0.0165,6.2403689,148.5183,-0.24956289
266.69806,31.333002,7.6873236,10.463,0.0397,9.662,0.0255,9.459,0.0162,10.183067,83.78152,-0.37083011
266.77897,30.834442,-23.721249,8.922,0.0384,8.063,0.0245,7.808,0.0155,7.2324349,229.62822,-0.18956992
267.30737,30.296954,-21.651842,7.715,0.0329,6.869,0.0206,6.651,0.0127,3.6160391,287.9061,-0.51307922
267.84694,29.775928,-72.41914,10.421,0.043,9.62,0.0263,9.423,0.0159,9.5895932,68.82482,-0.21216262
267.27727,29.853595,-60.03298,7.985,0.0354,7.185,0.022,7.022,0.0136,2.7506447,470.6808,-0.7546284
263.37062,30.125816,-107.36865,10.353,0.0382,9.501,0.0265,9.295,0.0185,11.941335,92.67345,-0.13437973
263.04042,30.259559,-6.033555,8.053,0.0345,7.28,0.0241,7.014,0.017,3.919899,198.35577,-0.10185944
263.71796,29.902738,-111.42731,8.143,0.0343,7.345,0.0235,7.18,0.0162,3.0107055,275.47806,-0.26346191
264.59436,30.323699,19.498505,10.198,0.0344,9.374,0.0231,9.181,0.0156,9.6781019,117.49043,-0.25330062
265.0122,30.474066,-38.402138,9.076,0.0379,8.327,0.0252,8.157,0.0168,3.6473533,283.29843,999
265.73218,30.630294,-125.22497,8.983,0.0412,8.092,0.0269,7.817,0.0175,8.4495612,150.63774,-0.59091515
264.04069,31.42926,-1.3556561,3.887,0.037,2.868,0.0255,2.423,0.0177,1.2889847,228.19804,-1.8415426
264.76002,31.380482,-74.315285,7.936,0.042,7.184,0.0283,6.992,0.0192,2.4342248,391.45273,-0.32217494
264.0138,30.855433,-75.85268,9.819,0.0336,9.119,0.023,8.926,0.0159,4.5171099,139.64719,-0.11711701
177.41252,-3.041756,23.94334,8.53,0.0169,7.767,0.0121,7.572,0.0088,3.710243,192.83696,999
177.96071,-0.882416,0.43494725,7.823,0.0134,6.929,0.0095,6.677,0.0069,4.9838826,336.37247,-1.0127587
178.21747,-1.0039153,243.72781,12.615,0.0136,12.263,0.0097,12.211,0.007,1.6848262e-05,2.4351768,-1.6404376
180.90608,-2.2290022,-36.39228,8.529,0.0178,7.707,0.0127,7.479,0.0092,5.2565685,283.5323,-0.077247706
179.97354,0.53979694,-28.07888,8.574,0.0169,7.829,0.0121,7.589,0.0087,4.2476693,29.585627,999
179.53646,0.177807,-59.917538,7.686,0.0174,6.856,0.0124,6.585,0.009,4.1500962,258.2458,-0.76445291
104.55355,17.247001,-3.1059206,6.07,0.0429,5.144,0.0157,4.801,0.0052,2.6432759,287.17053,999
102.59045,17.724538,61.551903,8.835,0.0473,7.941,0.0166,7.701,0.0052,6.9350814,67.40999,-0.2520503
103.56388,17.203724,73.73125,7.161,0.0448,6.264,0.016,5.913,0.0051,4.1851276,278.4755,-1.2763094
102.61057,17.788907,36.551506,10.743,0.0469,9.838,0.0164,9.632,0.0051,15.662384,101.6159,-0.52793732
103.43498,17.57768,37.749817,11.169,0.0471,10.355,0.0168,10.171,0.0054,12.691305,87.72623,-0.2520503
103.17937,19.45238,84.01599,8.485,0.0538,7.658,0.0196,7.405,0.0064,4.9223783,115.01197,-0.17548369
103.34691,19.139012,31.297865,7.49,0.0518,6.629,0.0189,6.353,0.0062,3.7201458,251.07788,-0.57925539
103.08742,19.067361,183.39537,12.254,0.0492,11.813,0.0178,11.705,0.0058,0.022167445,2.7228358,-1.7557909
103.28846,19.209687,59.00156,9.092,0.0486,8.24,0.0177,8.035,0.0058,6.1255036,58.123478,-0.22222513
104.21501,19.825936,43.622288,13.419,0.0417,13.38,0.0157,13.351,0.0054,0,7.9990134,999
104.76607,18.607666,24.658705,9.474,0.0326,8.628,0.0123,8.431,0.0042,7.3681456,313.5598,-0.29773412
104.12456,18.267064,70.03106,10.096,0.0388,9.291,0.0143,9.073,0.0047,8.8933488,185.66241,-0.31267947
104.44591,17.740254,68.91332,6.615,0.0438,5.689,0.0161,5.302,0.0054,3.6490782,17.675491,999
104.78351,18.087195,55.61347,8.946,0.0362,8.154,0.0135,7.961,0.0046,4.5240759,356.8727,-0.14887956
103.87883,18.203164,67.32314,7.769,0.0403,7.026,0.0147,6.828,0.0048,2.0796698,414.59286,-0.44250865
106.98313,18.658471,18.250116,8.589,0.0497,7.848,0.0199,7.643,0.0073,2.9901364,346.89993,-0.16145103
106.17252,18.452374,66.82447,7.676,0.0365,6.849,0.0142,6.572,0.0051,3.871226,61.851845,-1.0286377
105.75231,17.563106,-287.38358,12.648,0.0344,12.473,0.0131,12.408,0.0045,1.1352164e-34,5.0626073,999
105.20109,18.851961,94.59706,7.907,0.0329,7.137,0.0125,6.987,0.0043,2.0579418,469.46338,-0.4151504
105.82561,19.415512,32.52214,8.427,0.0352,7.618,0.0138,7.38,0.0049,4.5778337,295.7499,-0.15715032
105.42787,20.741495,63.482456,9.991,0.0452,9.149,0.0178,8.921,0.0064,9.841616,110.12864,-0.16630912
104.17235,20.391699,-1.3726532,9.001,0.05,8.217,0.019,8.015,0.0065,4.3886534,278.37006,-0.22739031
104.90011,20.331977,-68.45666,6.605,0.0466,5.529,0.018,4.914,0.0063,5.274116,289.2807,999
104.39918,20.401487,-47.670654,6.35,0.0448,5.201,0.0171,4.509,0.0059,5.0826964,309.34375,999
103.81327,19.91069,-2.5117378,7.462,0.0529,6.529,0.0197,6.205,0.0066,4.8111845,289.7493,999
147.34662,26.845756,17.933722,12.366,0.0159,11.988,0.0113,11.892,0.0082,0.003267485,9.192496,-1.5060063
150.4517,27.978267,-48.044693,8.854,0.0133,8.18,0.0095,7.986,0.0069,2.6852381,402.6827,-0.10332885
148.53724,5.266419,-1911.8948,13.463,0.0327,13.117,0.0234,13.052,0.0169,1.9606651e-05,1.213191,-1.5870359
190.13151,55.934311,-49.137733,7.318,0.0129,6.541,0.0092,6.307,0.0067,2.6591371,37.36262,-0.46906077
193.98362,56.496441,-35.267666,7.998,0.009,7.288,0.0064,7.069,0.0046,2.5865696,97.58145,999
193.66463,57.423315,-58.109333,8.497,0.0067,7.882,0.0048,7.664,0.0035,1.8386124,271.93768,999
189.22332,57.968829,-123.41109,7.044,0.0071,6.209,0.0051,5.915,0.0037,3.3776881,318.6009,999
202.47126,25.651176,19.523596,7.594,0.0072,6.727,0.0051,6.473,0.0037,4.2648495,169.20186,999
218.06822,43.10572,-60.721107,8.024,0.0102,7.345,0.0073,7.184,0.0053,1.5340175,428.42752,999
220.69356,42.711012,-92.34301,8.563,0.0091,7.765,0.0065,7.565,0.0047,4.5318533,239.75465,-0.082195208
216.17706,45.032134,-139.21643,10.657,0.0089,9.793,0.0063,9.608,0.0046,14.212894,64.96248,-1.1115439
234.7619,40.460355,-76.09943,8.391,0.02,7.632,0.0143,7.465,0.0103,2.9578414,286.7795,999
230.15311,41.93336,-42.72115,8.28,0.014,7.509,0.01,7.276,0.0072,4.0237805,233.41916,-0.083745255
230.50746,41.370744,-31.004627,7.236,0.0176,6.423,0.0126,6.15,0.0091,3.2341123,160.34879,999
232.72257,41.697704,-55.20433,8.258,0.0239,7.396,0.0171,7.158,0.0124,5.3246292,76.825935,999
232.42082,42.06656,-114.64008,7.733,0.0184,6.968,0.0131,6.797,0.0095,2.3077919,182.88324,-0.31340328
240.94674,18.335711,-0.274331,7.715,0.0477,6.951,0.0341,6.731,0.0247,2.6391476,198.65532,-0.4151504
240.84843,16.319629,-2.4951367,6.096,0.026,5.189,0.0186,4.83,0.0135,2.8003621,255.19672,999
243.28687,17.605694,38.973892,10.769,0.0348,10.241,0.0249,10.128,0.018,0.3998701,7.8651695,-0.68667058
241.94559,16.231256,-94.079834,7.166,0.0328,6.303,0.0234,6.023,0.017,3.5446284,319.2579,-1.6796864
242.22618,17.042182,-131.79425,9.626,0.0299,8.755,0.0213,8.555,0.0155,9.0875014,21.042723,-0.2138149
241.73112,18.550377,-32.28488,8.377,0.0309,7.624,0.0221,7.393,0.016,3.7338891,178.33487,-0.13152994
242.18592,18.329129,-106.80678,10.592,0.0325,9.734,0.0232,9.508,0.0168,14.668596,31.350155,-1.7577161
241.86932,19.64704,-5.060233,8.278,0.0289,7.498,0.0206,7.292,0.0149,3.6141067,185.8868,-0.18806974
242.32307,18.627547,-84.9448,10.599,0.0295,9.8,0.0211,9.598,0.0153,11.167732,10.916994,-0.25518437
240.53349,18.802672,70.99698,8.128,0.0451,7.308,0.0322,7.093,0.0234,3.9233015,190.27962,-0.57190498
265.59142,13.088411,63.750805,9.342,0.1134,8.459,0.0609,8.226,0.0316,7.1443261,77.20412,-0.14104967
265.68038,13.146451,-26.56126,9.34,0.1129,8.608,0.0605,8.383,0.0313,3.4951246,33.264977,-0.092489836
265.98463,13.566454,-94.03295,6.486,0.0888,5.564,0.0474,5.203,0.0244,3.0636323,257.92206,999
265.83213,14.948709,-22.712,10.891,0.0522,10.135,0.0285,9.93,0.0151,9.5758235,35.971992,-0.21271228
266.40003,15.423861,-11.175637,5.767,0.0653,4.886,0.0353,4.515,0.0185,2.1689617,42.155586,999
267.237,14.524682,-17.671705,10.399,0.065,9.59,0.034,9.405,0.017,8.4316441,124.38042,-0.21939417
267.22645,14.610028,68.386116,8.655,0.0605,7.77,0.0316,7.516,0.0159,6.387854,223.33325,-0.7315779
266.73787,14.530977,17.705797,10.572,0.0633,9.822,0.0335,9.624,0.0171,7.3341437,117.20218,-0.20780502
266.70017,14.729107,-89.887314,8.92,0.0649,8.079,0.0345,7.876,0.0177,5.2698502,233.66933,-0.17222244
267.21181,15.388171,1.027523,7.755,0.0635,6.826,0.0336,6.478,0.0171,5.6817874,250.00662,999
266.7227,13.769407,66.29369,6.646,0.0776,5.783,0.0407,5.428,0.0205,2.9533298,157.44821,-1.7964516
266.01371,14.320402,-11.548864,9.725,0.0759,8.994,0.0409,8.792,0.0213,4.3218816,156.7365,-0.16992604
268.27439,13.659007,-27.61634,9.54,0.0776,8.815,0.0389,8.651,0.0186,2.881012,149.54588,-0.16452711
267.71887,14.211324,61.754192,10.162,0.0667,9.357,0.0342,9.138,0.0168,8.5310039,82.6207,-0.11621201
268.24747,14.757962,-135.79115,9.976,0.0572,9.091,0.0291,8.834,0.0142,11.900579,112.32027,-0.31850079
267.25163,14.388066,-95.871506,9.255,0.0674,8.449,0.0351,8.226,0.0176,5.7341511,211.38593,-0.13916109
267.53589,13.794692,-2.8011484,9.514,0.0823,8.82,0.0422,8.603,0.0207,3.2543349,115.03958,-0.1250444
267.32029,15.971648,91.6806,8.999,0.0596,8.133,0.0317,7.881,0.0162,7.0850239,227.4924,-0.10717597
268.05845,15.29952,73.03093,9.006,0.0617,8.12,0.0318,7.799,0.0157,8.8224002,145.59146,-0.40399281
268.03922,15.555894,69.403694,11.922,0.0666,11.568,0.0345,11.565,0.0171,3.6380898e-12,5.6288843,-0.95335661
264.60955,14.724647,-77.01034,9.152,0.0641,8.413,0.0361,8.213,0.0198,3.6663847,208.75636,-0.1554609
264.70639,14.032873,27.066212,5.755,0.0788,4.859,0.0439,4.533,0.0238,1.9842741,2.8441482,999
267.20021,16.764529,0.11741763,7.079,0.0526,6.202,0.0283,5.844,0.0147,3.930051,199.78082,999
267.59828,16.961453,-109.33054,12.153,0.0532,11.724,0.0284,11.636,0.0146,0.0057072563,2.428449,-1.727045
267.87034,16.689613,-101.10843,8.471,0.0616,7.652,0.0325,7.427,0.0165,4.3260528,216.35515,-0.078174672
268.95658,16.315282,59.38343,8.665,0.0563,7.868,0.0286,7.665,0.0139,4.0117829,172.72864,-0.19982465
269.09795,16.365144,-53.049335,8.466,0.0627,7.736,0.0318,7.528,0.0154,2.6154882,194.49384,-0.11384719
268.98496,16.455241,-34.215374,8.472,0.0582,7.702,0.0296,7.447,0.0144,4.0475867,227.05586,999
269.47536,15.162331,52.370827,10.094,0.0642,9.265,0.0318,9.031,0.0149,9.6305272,13.714146,-0.12704948
268.63609,15.090501,-13.586777,10.148,0.0628,9.372,0.0318,9.156,0.0153,7.4674413,12.061134,-0.14847759
268.71824,15.96786,7.164294,8.628,0.0509,7.674,0.026,7.457,0.0127,6.9855766,158.10564,-0.72557811
268.97832,16.117857,-61.420296,10.729,0.0534,9.9,0.0271,9.641,0.0131,14.531798,30.17366,-0.24525234
268.6399,15.407468,-26.397638,10.907,0.0583,10.134,0.0296,9.946,0.0143,9.2911277,44.495983,-0.23918811
264.53104,15.829693,-49.721462,9.158,0.0662,8.242,0.038,7.993,0.0212,8.5824599,18.275335,-0.14181282
264.55869,15.652415,-51.496544,9.355,0.0535,8.486,0.0306,8.252,0.0171,8.1772643,19.977394,-0.10534978
264.65188,15.937351,-66.92121,7.232,0.062,6.339,0.0355,6.006,0.0198,4.0888132,309.73456,999
264.65797,15.574708,-121.54298,11.052,0.0511,10.222,0.0291,10.066,0.0162,11.730044,13.871565,-0.23858775
267.1098,16.372402,-20.09042,9.761,0.0612,9.078,0.0328,8.86,0.017,3.8668243,113.27776,-0.1183391
264.93651,16.238886,-87.20712,8.613,0.0564,7.843,0.0321,7.607,0.0178,4.0847325,187.1226,-0.10019528
185.16922,49.312237,-185.8044,12.957,0.0116,12.068,0.0083,11.711,0.006,64.966762,71.690994,-0.7509624
206.1827,27.324364,57.776096,13.851,0.0088,13.183,0.0063,12.925,0.0045,37.765017,1.9564726,999
207.66697,27.764926,-54.72101,13.681,0.0105,13.054,0.0075,12.916,0.0054,10.963721,2.014435,999
241.51407,19.855714,-23.7097,7.71,0.0425,6.841,0.0304,6.651,0.022,3.5308249,177.36743,-0.42123548
241.69977,21.905119,-25.855614,9.31,0.049,8.394,0.035,8.147,0.0253,9.7195232,29.55415,-0.53495597
244.17871,21.464862,-91.061005,11.138,0.061,10.832,0.0436,10.77,0.0316,2.3564676e-09,12.66862,-1.2584784
243.91177,21.552474,-98.42625,7.216,0.0549,6.322,0.0392,6.083,0.0284,3.40867,407.68747,999
242.73424,19.923736,-42.82038,8.854,0.0389,8.1,0.0278,7.88,0.0201,4.3656189,307.27252,-0.15800164
243.64548,20.49972,-122.22353,10.285,0.0541,9.475,0.0387,9.231,0.028,11.098527,107.62553,-0.090420315
242.81134,23.085306,-39.611767,11.026,0.0458,10.195,0.0327,9.995,0.0237,14.663956,87.41646,999
242.1842,22.464601,-23.27943,7.247,0.0623,6.466,0.0445,6.169,0.0322,2.9134907,208.55772,-1.4918347
259.68903,16.933599,-102.24669,8.443,0.055,7.711,0.0367,7.457,0.0245,3.5908688,7.325831,999
258.96635,17.491906,-133.42435,8.894,0.0515,8.073,0.0353,7.848,0.0243,5.6754193,6.6005945,-0.41428551
258.3053,17.832678,-37.08655,10.295,0.0603,9.514,0.0423,9.331,0.03,7.6050201,78.460594,-0.24525234
258.60793,17.595752,5.0264525,9.234,0.0501,8.471,0.0347,8.278,0.0243,4.6091618,189.3281,-0.15172417
258.59474,17.757365,-28.94803,9.155,0.0572,8.242,0.0398,8.005,0.0279,8.6211689,150.7928,-0.59625913
258.44171,18.006879,-0.9092177,3.174,0.0586,2.244,0.041,1.856,0.029,0.75891194,23.773472,999
259.68905,18.502943,-17.496937,8.023,0.0411,7.289,0.0279,7.097,0.0191,2.3181686,273.77316,-0.11803192
